73FB60F24EE919A4EE0463937581247B	A Container for easy transport	간편한 운반을 위한 컨테이너
BDE2E6C6429FEDA81040A1B25241961F	A adapter for different connections in a network system	네트워크 시스템의 다양한 연결을 위한 어댑터
0C5BC72E4635235477EAD686355195FA	A gas with a high proportion of sulfur. It is used in various processes such as the production of sulfuric acid.	유황의 비율이 높은 기체. 황산 생산과 같은 다양한 공정에 사용됩니다.
33D6CEBC47ED9B1D2A64E38F8A532DAE	A product that is created when oil is distilled	원유가 증류될 때 생성되는 제품
73876663427B75C1E9AC58AE2D6608AD	A product that is created when refine hydrocarbons and is used to manufacture plastics and rubber	탄화수소를 정제할 때 생성되는 제품으로 플라스틱과 고무를 제조하는 데 사용됩니다
F037997D407E43B429D711BFBF38117A	A sack full of finely crushed powdered coal. Perfect for making gunpowder.	곱게 부순 석탄 가루가 가득 든 자루. 화약 제조에 적합합니다.
B84556B740DAF01A0F3FDD99AA0017C8	A solid and highly compressed form of the element carbon. This material is extremely hard and cannot sink.\n\nis used, for example, for advanced drilling heads.	탄소 원소의 단단하고 고도로 압축된 형태. 이 재료는 매우 단단하여 가라앉지 않습니다.\n\n예를 들어 고급 드릴 헤드에 사용됩니다.
5C4EB7F34F75221C61154D81D8CB00EC	A special crystal cannot lose energy. Perfect to make a good computing system out of it. Is very unstable...	특별한 결정체는 에너지를 잃을 수 없습니다. 그것으로 좋은 컴퓨터 시스템을 만들기에 완벽합니다. 매우 불안정한...
2EEA2A0E46CEF25B630CECACFEC4C729	A waste product from the burning of various things	각종 연소로 인한 폐기물
750CC58242B93E6C41CA608A4F13CA92	A waste product that contains trace amounts of iron, magnesium and tin.	철, 마그네슘, 주석이 미량 함유된 폐기물.
467FBE494858E53F24BCF690CE7CB27F	A waste product that is very Dirty	매우 더러운 폐기물
F443745F4BF3C16B65FC21BD9BA91B79	Advanced Conveyor Belt	고급 컨베이어 벨트
64B924824DF990FC7ABE6D9BCC6F2318	Air	공기
42621914481D627C90691C86C4BA5CBD	Air, packaged for alternative transport.	대체 수송을 위해 포장된 공기.
454E0A1A40465AE9502EADB54819F40A	Allow sink overflow	싱크 오버플로 허용
5F47A9FF4C970011A5FEE4AA2E25C05A	Allowed	허용됨
97EAE9AF48E7F9046286EE8E8C14D0C8	Aluminum Sheet	알루미늄 박판
6D0ACD7A4F0E87607D55BC85CD5FC7C8	An energetic crystal that can certainly be used to enhance machines!	기계를 향상시키는 데 확실히 사용할 수 있는 에너지 넘치는 크리스탈!
C0F5791E41D770640F6C80A192EE1829	Asphalt	아스팔트
DCC9CAFE4FC771053F7E089B6CA323EE	Barrel	배럴
70621BF8420817F73653BD96A7424A8E	Biological Water	바이오 워터
443A80F249C03E972682659668DD7078	Biological Water, packaged for alternative transport.	대체 수송을 위해 포장된 바이오 워터.
67E74E7B44A597D359CC4A98D8C76183	Blood Red Slug Egg	블러드 레드 슬러그 알
8477A689466D062C3C3E4EAC161CDED1	BloodRed Slug	블러드 레드 슬러그
27F1E71041D282A06EF17582682347A9	Blue Slug	푸른 슬러그
3CDACCE7406F4A07894A2E9DAAFDF906	Blue Slug Egg	푸른 슬러그 알
B97B179A40DCB9D29F1FD9806931BCED	Bonus on production: 	생산성 보너스: 
A6E03B5544517860F7A8679F123871BB	Brass Ingot	황동 주괴
61D04A7A4C56547DA1389C9E9AA40363	Brass Pipes	황동 파이프
DA47A3D24751E330BA46DD9DD6822392	Brass Plates	황동 판
D326DCB54C2334997CBEA5AC6A693425	Breakfast Snail Food	아침 슬러그 음식
1606078743E41577C8ECA78F7EE0521B	Bronze Frame	청동 프레임
6E2491DD4AC65D8E01E9C38527430BD6	Bronze Ingot	청동 주괴
666625CD47BE6343E5DDCBA76D75B737	Bronze Pipes	청동 파이프
433F13B64C8B0430F5EC0CB031EAD6FB	Bronze Plates	청동 판
415422B7429106F66805C3BD2D8B72B5	Bronze Rod	청동 봉
B926A4BF4F13A9EA54E0838253E48548	Cannot found a Nexus\nor is not powered / cooled	Nexus를 찾을 수 없거나\n전원이 공급/냉각되지 않음
562444554F7EC9013237D4976B634069	Cannot found a Nexus\nor is not powered / cooled	Nexus를 찾을 수 없거나\n전원이 공급/냉각되지 않음
0AA37BF543414F6E32B832A598C7F36C	Carbon Dioxide	이산화탄소
154044124B4F7A863D50108F61732B5B	Carbon Dioxide, packaged for alternative transport.	대체 수송을 위해 포장된 이산화탄소.
0C8F35974AF55B347B7F3B8DE0C4BC8C	Carbon Dust	탄소 가루
0ECFD3524DCFE596C7F628B0C8DC3BE4	Carbon Mesh	탄소 메쉬
540882D84865103F80764F8530954B9A	Caterium Plates	카테리움 판
665AEB4B45A4976195FBA599103D9E3D	Caterium Rod	카테리움 봉
7E1E624C40A5EA003634D383B27E3347	Caterium Sheet	카테리움 박판
283602C4426576B1077AD88297962BAB	Caustic Soda 	가성 소다 
FC0D7B1542A0F0D6B92ACF908F5D7536	Caustic Soda , packaged for alternative transport.	대체 수송을 위해 포장된 가성 소다.
6F8223524461B546FE2F6D9F94BE6708	Caustic soda is mainly used in aluminum production. \n\nWarning: very HOT!	가성소다는 주로 알루미늄 생산에 사용됩니다.\n\주의: 매우 뜨거움!
6EDAD6D24ADC960209B679999624E113	Chest	상자
6D95D1284CC8C5C326C83CB56CD694F4	Chlorine	염소
6F0C7B1D4B5D632CBB9814AEABE80C78	Chlorine, packaged for alternative transport.	대체 수송을 위해 포장된 염소.
409EB6214F69FEDEDF05D2A00458D54A	Chrom Ingot	크롬 주괴
3EFC7A964B962BD652DAD1BF9BEF9881	Chrom Plates	크롬 플레이트
A1370E1A484265D6D108B798B8E3FC42	Cleaner Recipe: 	세척 제작법: 
1A24E63240451C9C54ACC6803C6B6F3F	Clear selected item	선택한 항목 지우기
BABB320343EDFF345329F4967FDFD45F	Close	닫기
921B113643DC991860DA0E9470916F0A	Coal & Lime Mixture	석탄 & 석회 혼합물
51E910024E45EFF0E4F938A0330D2FFD	Cobalt Ingot	코발트 주괴
88B6EA944A2CC6F6910619A6AAE294F2	Cobalt Plates	코발트 판
C697F84E4AAB87353EB57787DC4AA598	Cold	냉각
7F9DDA264DDCDDBA130E67966D6BF6D0	Cold Slag	차가운 광재
70F6FF3F4DE3E8E63B677783BD69F5DB	Collected genes from a slug, maybe an egg can be created from them? I guess we need an analysis of the genes.	슬러그로부터 수집된 유전자, 어쩌면 그들로부터 알을 만들 수 있을까요? 유전자 분석이 필요할 것 같습니다.
B1D9DAD2445D862BC902B89FD1BC8F24	Collectors in Range: 	수집기 범위: 
A5E50DBD4B30F7D53B2F7CA383F99AF2	Commonly used to surface roads and building parts.	일반적으로 도로 및 건물 부품 표면에 사용됩니다.
BFCFB7CE435E5959E19C71BFD044C99D	Compact Biomass	압축 바이오매스
C196D8A74192BB408D5875836210EE3A	Compact Biomass to Burn in the Biomass Heater.\n\nCan not use in the Biomass Burner!	바이오매스 가열기에서 사용 가능한 압축 바이오매스.\n\n바이오매스 버너에서는 사용할 수 없습니다!
FBE94CB04B0EC665C216F5A7BE79DB03	Conveyor Belt	컨베이어 벨트
3EB66F2E44FF2801DBBDB2A47ED6DA40	Coolant	냉각수
CA0F599F437F18E169FC97BE614BD274	Cooling Water, packaged for alternative transport.	대체 수송을 위해 포장된 냉각수.
73951E304565875B665050A3C0088342	Copper Busbars	구리 버스바
D67DAEBF4C032B783ECF649B783A35D5	Copper Pipes	구리 파이프
7F4F0D594F659AAB1C542F9CDAF664AD	Copper Rod	구리 막대
326B126341280AF34B8ED789B3AB573F	Copper Slug	구리 슬러그
79ABB7324C048E26A52D43AC5DBDCFD1	Copper Slug Egg	구리 슬러그 알
C7A90946415D99786DAE41858282123B	Crotinnium Ore	크로티늄 광석
5AE0D86C4434748A6FB247898E9365AB	Crushed Bauxite	분쇄된 보크사이트
2E53639F4B0749666490EA9836275452	Crushed Caterium	분쇄된 카테리움
5EC41143433DABE22DF179B635C5A6E3	Crushed Chrom	분쇄된 크롬
412B67D040C410F8C72636B0C5548BAC	Crushed Cobalt	분쇄된 코발트
858F282B41F6E4858E0ADB988CA7EEA7	Crushed Copper	분쇄된 구리
EDF1968A4573B827654911973C88B231	Crushed Crotinnium	분쇄된 크로티늄
BA968CC340EC84A48C1DF98F9E5647B4	Crushed Iridium	분쇄된 이리듐
0A7474D149F6A48AC9EE6AAE2658F16C	Crushed Iron	분쇄된 철
9EA3D7434760B1108DA78DA859E90F66	Crushed Lead	분쇄된 납
ED67C7A24BB81CFB527CEDB6311C8436	Crushed Magnesium	분쇄된 마그네슘
4C5A164D47FCBB6B684559A828DAD222	Crushed Nickel	분쇄된 니켈
9EFC5CE345F9CBC8CA18E7BA61B30E3D	Crushed Platinum	분쇄된 백금
D556AE8D4F496CAE270B6DA88A9B770E	Crushed Rubyte	분쇄된 루바이트
EEAF856C4280196D2F8D01B5873FA20E	Crushed Rutile	분쇄된 금홍석
F9E95E0F400D6FC8CD58A3990916C80F	Crushed Saphirite	분쇄된 사피라이트
F0C003A74326C890BB0FABAC1ED4B224	Crushed Satmonium	분쇄된 사트모늄
93577CBF4B88E2FAED0D4686B3660313	Crushed Silver	분쇄된 은
8BFC27FC4518100ECC3E628081832376	Crushed Stiratite	분쇄된 스티라타이트
15441DC946D05DA995B112913C5833D5	Crushed Stone	분쇄된 돌
B09BD36149241D146C06F1A67880A274	Crushed Stone is a mixture of different types of stone. Mainly used to produce building materials. 	여러 종류의 돌이 혼합되어 있습니다. 주로 건축 자재를 생산하는 데 사용됩니다. 
E7EE875E4187F03F94CFF6965A218910	Crushed Tin	분쇄된 주석
80D989D849BB960736C03E8709E41D02	Crushed Tungsten	분쇄된 텅스텐
39DE54754940F5D1248D1DBFFFA47E4D	Crushed Zinc	분쇄된 아연
20D99BAC4D710E917D74B49F6BE4389D	Crusher	파쇄기
B876A81C4C462D9EC14174B966C047C1	Cryolite	빙정석
5FC636CF49EB97ADD05037B609375A73	Darkblue Slug	진청색 슬러그
FC557CC349EC4E11B8244B9F2163A4AD	Darkblue Slug Egg	진청 슬러그 알
1D15FD9547C983C86876238B646DA644	Darkgreen Slug	진녹색 슬러그
3FE534DA47E838E1FB3B2CAD8785C613	Darkgreen Slug Egg	진녹색 슬러그 알
A812EB2D4B53B05ADD2EC8AAA968D560	Daytime:	낮 시간:
8A9F35274FE1095BAEA5129AF316F2CE	Diamond	다이아몬드
9D51B3B3471C363FF813A9B76B2936C6	Diesel Fuel	디젤 연료
3F62E253432C3132803DA7B0A4911BA3	Diesel Fuel, packaged for alternative transport.	대체 운송을 위해 포장된 디젤 연료.
9D9B1293477A59030C618FB7C8B7DD4A	Diesel fuel is mostly used to generate heat.	디젤 연료는 대부분 열을 발생시키는 데 사용됩니다.
E93A8DFF4AC813BCED56F182FE824F62	Dirty Water	더러운 물
39379D914226E9E9263B8496D92AFAD9	Dirty Water, packaged for alternative transport.	대체 수송을 위해 포장된 더러운 물.
9B36F5D844DBDB8D7631AEA3699369DA	Drill	드릴
636951FA4B8B70F51DB738A00C895604	Drill Tier is to low	드릴 티어 부족
F3D139924FBF56F738E48FB9FF0F10E9	Dust obtained from coal and sulfur	석탄 및 유황에서 얻은 먼지
5CA218844E0B7C4230FFB7964001E778	Empty Barrel	빈 베럴
E6F2F37E4CA81F126BD333B0A9F97E46	Empty Cartridge	빈 카트리지
D2D63852484BD4356812C8AF6695AC5E	Empty Cartridge the Color Gun paint.	컬러 건 페인트 카트리지를 비웁니다.
C3562CEC46154550D7BAE786FC95BB27	Empty Container	빈 컨테이너
55D2CF82464C1CC66E0F9E933A04D4BC	Empty Cryo Tank	빈 빙정석 탱크
412B5DF04502170CC336E49C4DC8019F	Empty Heat Tank 	빈 열 탱크 
8F61387F44679C8854EE798B1BC0E906	Empty! Place Hard Drive here.	비어 있습니다! 하드 드라이브를 여기에 놓습니다.
A23E16D34AA5058D48876E8675832F15	Energized Slug Slime	활기찬 슬러그 슬라임
9255511144A6606B1CC4AAAB4B1772B6	Energy 1	에너지 1
22F7454F4F781F5524C631BB2C8C1D6A	Energy 2	에너지 2
CF041BCD4D4E04434ADE6A81CE39235F	Energy 3	에너지 3
9855E9E643CE88BD9C0B4FB916EBB91D	Enriched Carbon Dust	농축 탄소 먼지
FBF0B4AE4EA61F94F6B7D6B1F34A1418	Enriched Uranium	농축 우라늄
DC4DEA53490036ABBA446398C8024248	Expert Conveyor Belt	산업용 컨베이어 벨트
FFFD94DD4DBB68ED0F7FB7BF65D0C7B4	Faxit Cable	Faxit 케이블
562E06CB41D1344AADEF51BD4ABDAF5B	Faxit Cable - Blue	Faxit 케이블 - 파란색
4D51E00342BBD1B30F14ECAC0C473932	Faxit Cable - Red	Faxit 케이블 - 빨간색
757C2CE84BE63C6E531E5B88A81AE3F6	Faxit Cable - Yellow	Faxit 케이블 - 노란색
88C96C5349A812AE6315019361D23B68	Faxit Cable- Green	Faxit 케이블 - 초록색
43A5A4644D914EA284BC6BB98C8C47F1	Filtration medium no required for current operation	현재 제작에 여과 재료가 필요하지 않음
429167E34E86E6D3910411BE499025DC	Fluid	유체
7C2F95D944D80313EC9817BA80FC17A7	Fluid	유체
C8D67FD4406E0B290FFE85990DD16706	Fluid Conditioner filtration medium monitoring	유체 여과기 여과 매체 모니터링
1985365E4408F2652E5BB995C9389693	Fluid Conditioner waste by-products	유체 여과기 폐기물 부산물
D1EFF3E74C36754AD818B38E28C7CFC6	Fluid Drive Mk.{Tier}	유체 구동 Mk.{계층}
E1F898144BA18D551AAD82B8FEC6985D	Fluid Info	유체 정보
E53EA42C42F55446F86CBD812C3137DD	Fluid Info	유체 정보
31AFDC0048B09B25AC18D580A78C5E7B	Fluid Server	유체 서버
A9A7A9E74FB654A2A6A04488A5730197	Fluid Tank	유체 탱크
A7AE24ED4E8818956A07DC97528B7726	Flush Fluid Tank	플러시 오일 탱크
709C098C4AA7730B3F33B58CFD980FB3	For packing Oils	포장용 오일
9305BD074DDAFB5F1668269BEF409512	For packing hot Liquids	뜨거운 액체 포장용
E0E027FE468199B1F5AD058A5AC4948D	Fruity Snail Food	과일 같은 슬러그 음식
1817719849E577ECB987A48F8F269F71	Gas	가스
7748460546C1FFA9F6C46FB9A0E3B661	Glass	유리
7E1481304567F919B054A883FEC68179	Golden Slug	황금 슬러그
3061A86D4BD7CC0813A6229C6A921C4C	Golden Slug Egg	황금 슬러그 알
8AE8AB1E42BF2C2D461BA9B6C057C48F	Grainy Snail Food	곡물 슬러그 음식
9A355B8E4CBF6ABE51BC04ABC8DFF321	Hardrive: {Name}	하드 드라이브: {Name}
4054ADB346B36A977CA123AF11BAEC93	Healthy Snail Food	건강한 슬러그 음식
587D150746200D174F38A8B6950AA912	Height bonus: 	높이 보너스: 
EE6683B24B578BBDBD7D0F97C23B2863	Helloween Snail Food	할로윈 슬러그 음식
4CBEAF77493D9DBD6BCEF1B0FBA85424	High Energized Slug Slime	힘센 슬러그 슬라임
C49A16814469F77227B7D29D05B8CE1C	Hot	뜨거운
AEAC5D2E46FA0AD21407C491B22B0AF3	Hot Steam	뜨거운 증기
07D41BD1450EB47FE2AEA28637A7D85A	Hot Steam, packaged for alternative transport.	대체 수송을 위해 포장된 뜨거운 증기.
4055F7414B9822E363A6CD9E49F19EE6	Humidity	습도
24F399974C0700B1AB79B5A4DED2AC2E	Humidity\n{value}%	습도\n{value}%
A18D9FCF42405256A5C183804578B797	Humidity:	습도:
8525D1CD4647605362C440943EE2B351	Humidity:	습도:
896F4B6F41668E1F174E44BBD1275AE6	Humidity: {TEMP}%	습도: {TEMP}%
5CB158004DB794BD06B2B3818A1D8C19	Humidty	습도
9B7DFDD94B256CB9948F538A577CC8B8	Hydrocarbons	탄화수소
0585C7654829C985BB1C1EA015C42A4E	Hydrocarbons, packaged for alternative transport.	대체 운송을 위해 포장된 탄화수소.
8734F2FC4D9EA763C075C693683F7900	Hydrochloric Acid	염산
0824036C4ED4F4CA6BC8ED9FC324CB53	Hydrochloric Acid, packaged for alternative transport.	대체 수송을 위해 포장된 염산.
D7496A7E4BAF1FCB6B77C886FE75B55F	Hydrogen 	수소 
6F4C6C0C4694727774C556BE1CA72FD0	Hydrogen , packaged for alternative transport.	대체 수송을 위해 포장된 수소.
D5B553144D9EEA2E1817DDB5DF0EEA9D	Hydrogen Gas can used to make a Fuel for the Gas Generator... And other things?	수소 가스는 가스 발생기의 연료를 만드는 데 사용될 수 있습니다... 그리고 다른 것들은?
6E0D3381489AC4A6CD8C70AEB539D485	I think we should adjust the temperature better... 	온도를 더 잘 조절해야 할 것 같아요... 
D5778CE4435ED7D261E53DB699EBF86F	I think we should adjust the temperature better... 	온도를 더 잘 조절해야 할 것 같아요... 
2A54F0BC47054A43CD55BC84748B9003	IMPURE	순도 낮음
5EC971A44BAEFC63FD861EA3683533E7	INSERT FILTER	필터 삽입
D13F8BEA44B46CC3C0E501804D9F2FC4	Increase the item capacity by {Bytes} Ficsit Bytes\nTotal: {Value} {Suffix}\n\nincreases power consumption by {Consume} MW	Increase the item capacity by {Bytes} Ficsit Bytes\nTotal: {Value} {Suffix}\n\nincreases power consumption by {Consume} MW
4C5DBD3A4B1CB8D9F067A6A200D96B3F	Incubator	부화기
26CF2B3D46ACFF8B950B78A5B76B4644	Incubator Tier:	부화기 티어:
4ECE2B5740DFE52C2C6D0CB0D926EFDB	Invar Ingot	인바 주괴
9C157B234658A88327DF4682E0E483F7	Invar Pipes	인바 파이프
35B0944449BBE600EABC699C5259BAB0	Invar Plates	인바 판
6520E56F4B81DFD272E0B0AF13672900	Iridium Plates	이리듐 판
9FB571BD47F6214FD5A19AB3E01832DB	Iron Sheet	철 박판
CB9961584ADAE981DCB5019EEF14B36A	Iron Slug	철 슬러그
478E0CB64010B9D05178BF84ED243C64	Iron Slug Egg	철 슬러그 알
34BAAA2A44B8AC06728C96998654E959	Iron Wire	철 전선
B88C72A44BF2EE0281F4758757EF4ED4	Is it the right time for this? 	지금이 지금이 적기입니까? 
1700B6AA4F5F4F5BE2BE888E85F46C8B	Is needed to build solar panels or used as a filter for liquids.	태양 전지판을 만드는 데 필요하거나 액체의 필터로 사용됩니다.
2FE9B00147CF772A50C431BA845F1AFE	Is used for cleaning Crystals	크리스털 세척에 사용됩니다
B82017D9401DA6B8FE2970A98CAED0F0	Item Drive Mk.{Tier}	항목 드라이브 Mk.{계층}
C4A889E841EAE9FCB1044CA2F45C4851	Item Requests	항목 요청
AD2D71754D8215E94C363BB19C6BCDF4	Item Trash	항목 휴지통
F16D7BE141EE19400E0EE5802BCFCC70	Item sink points	항목 싱크 포인트
0C7A4FDA412F558CBC24718A411C01D4	Item stack size	항목 스택 크기
A245DBE64945B9B6E450CCA02F84623A	Its Air!	공기야!
F870473A49184E8EA664D69B5C5B1DB5	Its Toxic Air!	그것은 유독한 공기입니다!
DE13CD884A63B0D65D339CBAEF7FD9A8	Kovar Ingot	코바르 주괴
E8AEECFF470E807356817D8DA9F9394D	Kovar Ingot	코바르 주괴
004D5A8E4CAE2CF60304D9B258D31AEB	Kovar Plates	코바르 판
8ABD6C57420146EC73443BA2E1A0C4CE	Lead Frame	납 프레임
2407E3384F1C9AFCD6B40085FD749AD4	Lead Ingot	납 주괴
C3B3FF964B0F2DD5C80753ACBE377CE8	Lead Plates	납판
1EA22A3B49D716C84BD0F8966433FCC4	Lead Sheet	납 박판
6046AE4543D1574070B10E81F0A2A03F	Lime Dust	라임 더스트
5A980280495861B2D2D5ABB2F52D7AB4	Lime Slug	라임슬러그
C71A42F8450F546004E0CD90EA54A137	Lime Slug Egg	라임 슬러그 알
FFC02D534B4868A7E227298AD2D22CA4	Lime dust is used for many things! Examples include fertilisers, clarification processes, containment of harmful gases, steel manufacture, plastics/rubbers, paints and concrete. \n\nA really important thing.	라임 더스트 is used for many things! examples include fertilisers, clarification processes, containment of harmful 가스es, steel manufacture, plastics/rubbers, 페인트s and concrete. \n\na really important thing.
5E0A6D6342908C4EC18A73A837D838AB	Low Energized Slug Slime	낮은 에너지의 슬러그 슬라임
170F2F2148E89DFF7E1C61A6CBE5E38C	MAX	맥스.
249966D94F57BA99E8689DA058FCD30B	Magnesium Granules	마그네슘 과립
5A16252449C0CAD9E5AB08893A0FC7F5	Magnesium Ingot	마그네슘 주괴
0B6E54234B60C386F33334858C4CE71F	Magnesium Plates	마그네슘 판
5E5F1E504E5459C7E3DA15901FFE5635	Mainly used for conducting electricity. \nGood use for buildings that produce a lot of electricity or consume large amounts. 	mainly used for conduc주석g electricity. \ngood use for buildings that produce a lot of electricity or consume large amounts. 
973AC9424BF4C62A81C24B976D85971D	Mainly used in the Gas Generator to make Power\n\nCan burn in the Gas Generator	mainly used in the 가스 generator to make power\n\ncan burn in the 가스 generator
EA2D0F804D9D2C15BD1D2EBB6AD1E38D	Malus: 	말러스: 
FFC90DC44104D82CA147F49CD0EF5604	Max Ficsit Byes : {Bytes} | Increse storage: {Increase}{suffix}	최대 Ficsit Byes: {Bytes} | 스토리지 증가: {Increase}{suffix}
1D58C3954D0855CA6599839B578A3F80	Max Item Amount	최대 항목 금액
8D6216A643E9BAE5838F1CACD0F5022E	Methane	메탄
673E343A4C3C3EA8FD3D6284A5ACF2EB	Miner	광부
23CEBA42402676CA7574468E61C6A216	Mineral Slug Slime	미네랄 슬러그 슬라임
7BD0411740B7C2E11A9C2390BAA8DFE9	Mining Efficiency 	광업 효율성 
35599E1949E4F6DC98FA5896C71BF6BE	Missing Egg!	계란 분실!
AC3770CF409B76650A07F188BB943723	Missing Fluid Tank or Tier is to low!	누락된 오일 탱크 또는 계층이 너무 낮습니다!
BDFD7EA7420A7A02ACF2B29532A85D47	Missing Incubator or Tier is to low!	인큐베이터 또는 계층이 너무 낮습니다!
076CC2BF4447B499373CE097FCD8E45A	Missing Slug!	실종된 슬러그!
256EF90E4C967C3BC154AF813F87B992	Molten Aluminum	녹은 알루미늄
9981805141D34B524901DA90BEAD87DB	Molten Aluminum, packaged for alternative transport.	대체 운송을 위해 포장된 녹은 알루미늄.
636D9BA24407464AB3CCDE854E34034F	Molten Brass	녹은 황동
FB297948407A37B63B5164B906DEB831	Molten Brass, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 황동.
5116ECB3432F3F58081B988DFD862B4E	Molten Bronze	녹은 청동
D5E6ADE842FA6F15EEFF5B81AF07D0BD	Molten Bronze, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 청동.
27C4966A404284EAAE185EAD09B983C1	Molten Caterium	녹은 카테리움
70FADA0846B21362BC69C9BDB0011C76	Molten Caterium, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 카테리움.
B87EACFA4573C3A892A8768C79D461DC	Molten Cobalt	녹은 코발트
2EE394CE498537BEA2634996D21F7C58	Molten Cobalt, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 코발트.
91E57D804FC6F02E25A40CABC2EC3FC8	Molten Copper	녹은 구리
A65B5594468DD174B22DFE8ABCAF3F90	Molten Copper, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 구리.
B26217DE43A99B996EDC6699A8269183	Molten Invar	녹은 인바
DBFBC6D1434486A2B91547A8A2F445BF	Molten Invar, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 인바.
25918AE74224DEAC7C52CEA1157103A8	Molten Iron	녹은 철
D0742EDE4BA6DB14657867ABC7D7123C	Molten Iron, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 철.
C61BE6CE4AA8EED4AC630C86CBABDEDA	Molten Lead	녹은 납
3CC25E8646D0903093B986A110841918	Molten Lead, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 납.
70CD1C64493490119615CCB896CAF7AD	Molten Magnesium	녹은 마그네슘
0BBFFFB344EC3C8E3CB01BA33C2BAF1C	Molten Magnesium, packaged for alternative transport.	대체 수송을 위해 포장된 녹은 마그네슘.
BCE635944414CDA3E29F8984672CD8FA	Molten Nickel 	녹은 니켈 
B6B3169F4D6330A1E2D580A3BC11908A	Molten Nickel , packaged for alternative transport.	대체 수송을 위해 포장된 녹은 니켈.
228927704951C03033DE48942BB6B9B7	Molten Slag	녹은 광재
C4F2E0AD4F2C0A31A8D8BE8D9291B837	Molten Solder	녹은 땜납
48941CAF417D60E3A92445866A523416	Molten Steel	녹은 강철
ACFF4B0943BCB3D00F4736A5B9FA9349	Molten Tin	녹은 주석
1FA0F7F7485F9C80C29E5D83BDD4B807	Molten Zinc	녹은 아연
7B9426E7440B3CF193C94CA3DAC319BB	Mushroom Snail Food	버섯 슬러그 음식
F90327E248B18B8F0659369EF0437C32	NOPE	아니.
1A35559049A64BD65FA2E1BD97BFC0BE	NORMAL	보통의
290B014743AC0796E0D0C0BBA2EDF5E1	Natural Gas	천연가스
8A2E57414D07A65316C34F956390B8F9	Need 2 Slugs	슬러그 2개 필요
93DC3A814A22B4DA96CBEC986D9306EE	Network Buildings	네트워크 빌딩
ED2170A84E49D0DE60A60C8FAB216109	Network Core	네트워크 코어
9789261F49DC333D470D8C98D6897B20	Network Drive Controller	네트워크 드라이브 컨트롤러
48D3F016485595E42102ED871FEA00AE	Network Teleporter	네트워크 텔레포터
BD696A8B43F37F50BC84FB987721BB9C	Network Terminal	네트워크 터미널
50F1C80B4A3BFC453DB1FD93A024861A	Network Terminal	네트워크 터미널
DCDA709D4EF94C4757AD5DBA5F0DB08E	Network Wireing	네트워크 배선
D28EC4FA424D3D46A3E563B920315BF8	Nickel Ingot	니켈 주괴
57EBD9714AE490C77B782484B04EA574	Nickel Plates	니켈 플레이트
D19891C3417FDFC9ED49DBA82D61EF4C	No knowledge about these ore... need more research first!	이 광석에 대한 지식이... 먼저 더 많은 연구가 필요합니다!
E54112394EA0E2DE6671D5A85BED4089	Node quallity survey	노드품질조사
216CFC7B4689F58AF4689FB595BE5045	Not Allowed	허용되지 않음
76E9E1AC48F45F260FF1F1A58F6321AA	Not enough fluid!	액체가 부족합니다!
B45E82744B151623850708B7481A8105	Note: they use the same temperature and humidity as the eggs.	참고: 그들은 계란과 같은 온도와 습도를 사용합니다.
7769EE3749D7DA799C134395B5951EC9	One of the most basic parts from Aluminum.	알루미늄의 가장 기본적인 부품 중 하나입니다.
E0EB29A4499E4066AEF30AAAACA8D0CC	One of the most basic parts from Brass.	황동의 가장 기본적인 부품 중 하나입니다.
06FE32E44BE9478247288C98462E11B8	One of the most basic parts from Brass.	황동의 가장 기본적인 부품 중 하나입니다.
5F47CF47429FDC7A065B74B98D526B26	One of the most basic parts from Bronze.	청동의 가장 기본적인 부품 중 하나입니다.
